Munsell,ISCCNBS,R,G,B,L,a,b
7.5YR 3/4,moderate brown,96.46731455,64.65079109,37.92862235,30.38234479,10.57642335,21.73727485
7.5YR 3/6,strong brown,104.055392,61.61615202,17.23172815,30.38000575,14.73906955,33.36561091
7.5YR 3/8,strong brown,109.6229017,59.00784679,0,30.37700196,18.0643038,46.2337087
7.5YR 4/1,brownish gray,104.9233891,94.07905665,86.76936121,40.73952441,2.998306032,5.773421451
7.5YR 4/2,grayish brown,112.2676304,92.25959493,77.44257201,40.74190432,5.704113145,11.57979151
7.5YR 4/3,moderate brown,118.685729,90.45223631,67.87970915,40.74328216,8.314895434,17.48533561
7.5YR 4/4,moderate brown,124.1169195,88.74652588,58.27247443,40.74386294,10.70475911,23.31823878
7.5YR 4/6,strong brown,132.3965983,85.74484005,39.72776621,40.74275987,14.76637258,33.97962105
7.5YR 4/8,strong brown,138.685763,83.13568842,14.54477402,40.74081172,18.10868829,45.34273282
7.5YR 5/1,light brownish gray,129.9003493,119.6949661,112.3299186,51.0074765,2.566610654,5.456346715
7.5YR 5/2,light grayish brown,137.2231883,118.008238,103.101265,51.01062012,4.972266614,10.97001545
7.5YR 5/3,light brown,143.8772358,116.2986628,93.60904816,51.01290703,7.366260591,16.61497554
7.5YR 5/4,light brown,149.9259396,114.5812995,83.80552848,51.014393,9.724081153,22.39053037
7.5YR 5/6,strong yellowish brown,160.6695954,111.0653167,62.59668956,51.01486525,14.41506863,34.49075974
7.5YR 5/8,strong yellowish brown,168.6704702,108.0365736,39.16186717,51.01367577,18.27044283,46.4226481
7.5YR 6/1,light brownish gray,156.0759799,145.5248122,137.4461125,61.05102986,2.457084606,5.683890085
7.5YR 6/2,light grayish brown,163.6985593,143.8455274,127.6737122,61.05487619,4.75234677,11.32064275
7.5YR 6/3,light brown,170.4448348,142.1938666,118.2320509,61.05756063,6.994550935,16.74955533
7.5YR 6/4,light brown,176.5915408,140.556006,108.6573309,61.05957378,9.184473206,22.22041026
7.5YR 6/6,dark orange yellow,187.6899277,137.2658539,87.64647456,61.06233709,13.45832272,33.98336344
7.5YR 6/8,dark orange yellow,196.9444477,134.0791847,65.08088908,61.06244971,17.48838617,45.87756848
7.5YR 7/1,yellowish gray,182.0732584,171.6890125,163.2080363,70.86607331,2.230721182,5.691699652
7.5YR 7/2,brownish pink,189.8120587,170.0635019,153.0822538,70.87060028,4.362401065,11.35809034
7.5YR 7/3,light yellowish brown,196.9427103,168.4029283,143.1109869,70.87394664,6.544686217,16.92519928
7.5YR 7/4,light yellowish brown,203.4877766,166.7536526,133.0418775,70.87661926,8.688169157,22.51960399
7.5YR 7/6,moderate orange yellow,215.0615561,163.5488934,111.8399568,70.88075976,12.75234018,34.12594092
7.5YR 7/8,moderate orange yellow,224.6365036,160.5165192,90.34131589,70.88237436,16.52652599,45.45337082
7.5YR 8/1,yellowish gray,208.190776,198.2511814,189.3528856,80.53294587,1.925276047,5.688636416
7.5YR 8/2,pale yellowish pink,215.8434472,196.7388123,178.8925411,80.53834522,3.811313503,11.38618371
7.5YR 8/3,pale orange yellow,223.1398524,195.1522876,168.2966718,80.54275331,5.806802763,17.1461646
7.5YR 8/4,pale orange yellow,230.0025266,193.5232948,157.6790979,80.54619408,7.861836126,22.89641608
7.5YR 8/6,light orange yellow,242.6183339,190.1158407,136.6054492,80.54999262,12.17321857,34.19626148
7.5YR 8/8,light orange yellow,253.751712,186.7793262,112.9894614,80.5527726,16.25586663,46.48913081
10Y 2.5/1,olive gray,60.83541003,60.3894088,51.57430029,25.27124136,-1.674247832,5.523363362
10Y 2.5/2,grayish olive,61.70244206,60.8330671,42.89736647,25.28422373,-3.137771811,11.23814202
10Y 2.5/3,moderate olive,62.59405548,61.22503195,32.4692038,25.29638584,-4.490544109,17.89560447
10Y 2.5/4,moderate olive,63.38941477,61.55438949,19.48256705,25.30691515,-5.662708459,25.45978555
10Y 2.5/6,moderate olive,64.62812416,62.05294497,0,25.32319267,-7.491205314,41.81721605
10Y 2.5/8,moderate olive,64.00367789,62.90107687,0,25.33805002,-10.03177486,54.28704772
10Y 3/1,olive gray,72.59261816,72.12216567,61.92330543,30.39550621,-1.901152722,6.199323303
10Y 3/2,grayish olive,73.54909555,72.62639558,52.20699339,30.40970478,-3.51025829,12.41597842
10Y 3/3,moderate olive,74.53522999,73.03351224,41.3341375,30.42223201,-4.886153143,19.18462712
10Y 3/4,moderate olive,75.37134199,73.36419546,29.14836704,30.43265286,-6.033343404,26.27959074
10Y 3/6,moderate olive,76.43904037,73.86815013,0,30.44772906,-7.772011101,41.64766145
10Y 3/8,moderate olive,77.30692187,74.20655151,0,30.45864753,-9.001857003,55.96048873
10Y 4/1,olive gray,97.32537484,96.73782247,84.76060826,40.75540646,-2.123065086,6.925915904
10Y 4/2,grayish olive,98.46731542,97.34049949,73.45707132,40.77151777,-3.945428903,13.81823011
10Y 4/3,moderate olive,99.58294069,97.84909983,61.1383619,40.78587545,-5.54771396,21.17275139
10Y 4/4,moderate olive,100.5321737,98.25855885,48.1791919,40.79774181,-6.872076355,28.5690071
10Y 4/6,moderate olive,101.8365541,98.81763236,18.15543263,40.81411362,-8.71783203,42.51944555
10Y 4/8,moderate olive,102.6236786,99.17790344,0,40.82450936,-9.917704561,57.32611516
10Y 5/1,light olive gray,122.8905642,122.197748,109.6297563,51.02291611,-2.12980922,6.979138453
10Y 5/2,light grayish olive,124.1598601,122.8490428,97.75677551,51.03972725,-4.015899153,13.94423005
10Y 5/3,light olive,125.3517473,123.4294545,85.05417539,51.05507063,-5.740685139,21.289639
10Y 5/4,light olive,126.3966861,123.9242499,71.79483973,51.06835914,-7.241788992,28.74644788
10Y 5/6,light olive,128.0263388,124.6714933,42.32833349,51.08880415,-9.564912443,43.67544549
10Y 5/8,light olive,129.1633387,125.0985881,0,51.10144805,-10.96249398,57.66656292
10Y 6/1,light olive gray,148.9273182,148.1217176,134.0967626,61.06721069,-2.291813055,7.52403945
10Y 6/2,light grayish olive,150.3371118,148.8363519,121.2152996,61.0850751,-4.289146287,14.82931642
10Y 6/3,light olive,151.5412234,149.4329245,108.7522178,61.10019763,-5.989900861,21.81956718
10Y 6/4,light olive,152.615242,149.9486012,96.08180741,61.11347786,-7.487912143,28.79537409
10Y 6/6,dark greenish yellow,154.524281,150.8066615,67.43633269,61.13622881,-10.05092059,43.63839361
10Y 6/8,deep greenish yellow,155.8595614,151.4266774,30.64257296,61.15262488,-11.93145054,58.51319073
10Y 7/1,yellowish gray,175.049026,174.2697864,159.4864525,70.88220398,-2.382725358,7.686079856
10Y 7/2,grayish yellow green,176.5292461,175.0456853,145.9393218,70.90081744,-4.473286067,15.15037299
10Y 7/3,grayish greenish yellow,177.8571899,175.6935463,132.7831774,70.9168064,-6.263250175,22.3350695
10Y 7/4,grayish greenish yellow,179.0643686,176.2402742,119.7458757,70.93070497,-7.81043474,29.35397701
10Y 7/6,moderate greenish yellow,181.216269,177.0840798,93.07543761,70.95342117,-10.29281329,43.16123077
10Y 7/8,strong greenish yellow,182.8261725,177.7921652,61.43593717,70.97187253,-12.37644598,57.65231836
10Y 8/1,yellowish gray,201.7121005,200.7691597,184.4217918,80.54982991,-2.541331518,8.28741157
10Y 8/2,pale yellow green,203.3730238,201.5997913,169.760697,80.56950923,-4.731873019,16.15883274
10Y 8/3,pale greenish yellow,204.7772431,202.2360628,156.7025142,80.58515949,-6.45750322,23.11693602
10Y 8/4,pale greenish yellow,206.0139106,202.78743,143.9694152,80.59886375,-7.974234106,29.82670245
10Y 8/6,light greenish yellow,208.1180984,203.8153463,116.2828312,80.62382603,-10.80945395,43.9841586
10Y 8/8,brilliant greenish yellow,209.9095135,204.5709839,86.57541968,80.64323899,-12.97800667,57.98571099
5GY 2.5/1,dark greenish gray,58.21133637,61.00086683,53.37791053,25.27218571,-2.866886333,4.299678929
5GY 2.5/2,grayish olive green,56.50175623,62.06112175,46.55436696,25.28695963,-5.665418535,8.782335976
5GY 2.5/3,moderate olive green,54.46459958,63.17322001,38.38221438,25.30219541,-8.730290559,14.04450036
5GY 2.5/4,moderate olive green,52.1708153,64.25535896,28.91885195,25.31660906,-11.84383308,19.86621231
5GY 2.5/6,moderate olive green,46.66190613,66.30292657,0,25.3422808,-18.11014877,33.77944587
5GY 2.5/8,strong olive green,41.9087849,67.85259408,0,25.3625873,-23.37273383,47.03246428
5GY 3/1,dark greenish gray,69.67346539,72.81334633,63.81615363,30.39673948,-3.220098331,4.950434212
5GY 3/2,grayish olive green,67.80744462,74.00976219,55.90098865,30.41316178,-6.296491782,10.0002657
5GY 3/3,moderate olive green,65.51025743,75.26634296,46.68335652,30.4298418,-9.651612314,15.76386304
5GY 3/4,moderate olive green,63.15111303,76.40707817,36.69007054,30.44470954,-12.8298044,21.75664709
5GY 3/6,moderate olive green,58.55077173,78.26264536,11.72699565,30.46796161,-18.27923616,33.96336121
5GY 3/8,strong olive green,53.43562391,79.91324626,0,30.48756773,-23.45183699,48.65440654
5GY 4/1,dark greenish gray,94.1288089,97.49392072,86.85445676,40.75661993,-3.48574539,5.612027313
5GY 4/2,grayish olive green,92.25516703,98.83586042,77.53309029,40.77482507,-6.773588474,11.27890421
5GY 4/3,moderate olive green,90.08808154,100.1968122,67.01613988,40.79288792,-10.22168209,17.57155643
5GY 4/4,moderate olive green,87.8488594,101.4386058,56.00315354,40.80899305,-13.47413849,23.96257398
5GY 4/6,moderate olive green,83.23015119,103.5212049,32.5772994,40.83440009,-19.13469821,36.16626532
5GY 4/8,deep yellow green,78.83414771,105.1858073,0,40.853928,-23.9028043,49.6280308
5GY 5/1,greenish gray,119.4700241,123.0449399,111.4514041,51.02480983,-3.616045784,5.876209091
5GY 5/2,grayish yellow green,117.5930251,124.4721286,101.4925695,51.04369176,-6.959843861,11.69623894
5GY 5/3,moderate yellow green,115.7000402,125.8036315,91.12357468,51.06124262,-10.17894147,17.68952427
5GY 5/4,moderate yellow green,113.6961915,127.0620225,80.30349529,51.07748014,-13.29999233,23.82544953
5GY 5/6,moderate yellow green,109.0330448,129.460539,55.99269188,51.10676557,-19.43900776,36.7837269
5GY 5/8,strong yellow green,104.6136439,131.3742668,24.27836502,51.12921662,-24.56948626,49.94879937
5GY 6/1,greenish gray,145.2749267,149.0618942,135.6784428,61.06975358,-3.906247519,6.593113011
5GY 6/2,grayish yellow green,143.4140026,150.6122531,124.4113252,61.09013689,-7.429284591,12.9572844
5GY 6/3,moderate yellow green,141.6400323,151.9722429,113.5531344,61.10788884,-10.60305665,19.03238641
5GY 6/4,moderate yellow green,139.8047086,153.2327681,102.6560585,61.1239983,-13.60588309,25.03957522
5GY 6/6,moderate yellow green,135.5808941,155.6403409,79.20383143,61.15326557,-19.48504923,37.44333108
5GY 6/8,strong yellow green,130.962384,157.8370006,50.17774054,61.17871607,-25.05293614,50.8815168
5GY 7/1,light greenish gray,171.7081031,175.1521739,160.7163856,70.88479959,-3.862056133,6.979217828
5GY 7/2,grayish yellow green,170.0543794,176.743097,148.5533397,70.90589796,-7.388491312,13.65534622
5GY 7/3,moderate yellow green,168.102245,178.2229052,137.2007152,70.92440261,-10.69877694,19.83280451
5GY 7/4,moderate yellow green,166.1086285,179.579847,126.1317512,70.94098926,-13.78975525,25.78464754
5GY 7/6,moderate yellow green,162.3967223,181.9396997,103.4978296,70.96980229,-19.34302646,37.61158705
5GY 7/8,strong yellow green,158.3891477,184.1297767,77.12219336,70.99564565,-24.66687407,50.35926013
5GY 8/1,light greenish gray,198.3122074,201.6601977,185.762271,80.55226197,-3.988142423,7.53901128
5GY 8/2,pale yellow green,196.9049047,203.294438,172.4532739,80.57432932,-7.550929387,14.66026289
5GY 8/3,light yellow green,195.4752282,204.6807973,160.6673026,80.59248136,-10.61335693,20.9204062
5GY 8/4,light yellow green,193.903638,205.9772997,149.2581524,80.60887291,-13.50626446,26.91959834
5GY 8/6,light yellow green,190.0328238,208.5737327,124.9285,80.63997007,-19.38652545,39.40051449
5GY 8/8,brilliant yellow green,185.8890008,210.87711,99.81594479,80.6661239,-24.7323643,51.54565632
5R 2.5/1,dark reddish gray,69.3063659,56.94473307,57.23048115,25.24479909,5.490732962,1.854243292
5R 2.5/2,dark grayish red,77.31751557,53.8879201,54.61497117,25.23326975,10.61807375,3.705179007
5R 2.5/3,dark red,84.19478139,50.71529442,52.28524283,25.22155836,15.37845463,5.371165093
5R 2.5/4,dark red,90.33781841,47.35243605,50.11140778,25.20966852,19.87696147,6.940207991
5R 2.5/6,dark red,101.1295778,39.78174075,46.09551174,25.18532024,28.27855238,9.880248097
5R 2.5/8,dark red,112.6170002,27.6372807,41.82278639,25.15387381,37.85437286,13.09735788
5R 3/1,dark reddish gray,81.73605864,68.41282859,68.22184124,30.36753793,5.641897023,2.228660687
5R 3/2,dark grayish red,90.46486739,65.20308887,64.92134845,30.3564158,10.91801919,4.47814327
5R 3/3,dark red,98.09076202,61.85526314,61.80606565,30.34503194,15.88742474,6.615747562
5R 3/4,dark red,104.8542628,58.37129985,58.826448,30.33360052,20.54731016,8.672345719
5R 3/6,dark red,116.310681,51.00040059,53.38011569,30.31101772,28.94609676,12.46668081
5R 3/8,dark red,128.0289203,40.46419103,47.61841818,30.28293899,38.16297629,16.55325298
5R 4/1,dark reddish gray,105.7303333,93.19606999,92.6463984,40.72731182,4.940506033,2.163467337
5R 4/2,grayish red,114.407748,90.27738677,89.21998798,40.71802144,9.689280752,4.370351031
5R 4/3,grayish red,122.4431241,87.17447774,85.76614984,40.70825727,14.37604711,6.60356988
5R 4/4,grayish red,129.8202978,83.93283399,82.35315726,40.69822968,18.91198839,8.818934401
5R 4/6,grayish red,142.8230294,77.07645319,75.94589699,40.67756749,27.44762521,13.00747462
5R 4/8,moderate red,155.289364,68.67660825,69.39482315,40.65382572,36.22848995,17.33432036
5R 5/1,reddish gray,129.9133454,119.0506709,118.525544,50.99629445,4.069706325,1.797242384
5R 5/2,grayish red,138.0709448,116.4784109,115.4225354,50.9884274,8.215748012,3.710884219
5R 5/3,grayish red,146.7226723,113.4298898,111.8382779,50.97922998,12.85336606,5.926769688
5R 5/4,grayish red,155.0270793,110.1569171,108.085002,50.96954353,17.5251122,8.252801538
5R 5/6,grayish red,169.5797012,103.4436564,100.823625,50.95019249,26.22437969,12.77153986
5R 5/8,moderate red,183.0052142,95.83213458,93.68549626,50.92885474,34.85061089,17.24887252
5R 6/1,reddish gray,155.7052746,144.933069,144.3408367,61.03951613,3.872857489,1.748280451
5R 6/2,light grayish red,163.8608944,142.4405275,141.2106639,61.03226458,7.800273765,3.609134397
5R 6/3,light grayish red,172.3736353,139.597184,137.5972537,61.02421028,12.07102238,5.759087746
5R 6/4,light grayish red,180.7004413,136.5450675,133.7817505,61.0156799,16.43000288,8.033420313
5R 6/6,dark pink,196.2089831,130.0173002,126.1428622,60.99753451,25.05435587,12.60542754
5R 6/8,deep pink,209.4480522,123.3732269,119.444042,60.97898545,32.97151861,16.64650886
5R 7/1,pinkish gray,181.5772334,171.1057748,170.3745,70.85453463,3.616663723,1.720950011
5R 7/2,grayish pink,189.6536491,168.7060127,167.1842197,70.84794386,7.317460968,3.55751818
5R 7/3,moderate pink,198.2566641,165.9492901,163.4475473,70.84057641,11.40014376,5.70958276
5R 7/4,moderate pink,206.7787199,162.9830578,159.5222206,70.83266983,15.61318331,7.974550159
5R 7/6,moderate pink,222.8763444,156.6210839,151.8845051,70.8153375,24.08959242,12.40358027
5R 7/8,strong yellowish pink,238.4072454,149.4028579,144.1408298,70.79565979,32.85136949,16.9218722
5R 8/1,pinkish gray,206.3431557,198.0132477,197.3172031,80.52217274,2.77034189,1.38060602
5R 8/2,pale pink,213.7194649,195.9011391,194.3671517,80.51666197,5.983507523,3.031396007
5R 8/3,light pink,223.9550122,192.757481,189.8949705,80.50866019,10.59509574,5.535002416
5R 8/4,light pink,234.3270205,189.2829899,185.048485,80.49984173,15.47857852,8.252914733
5R 8/6,light pink,251.4317145,182.7886254,176.8670234,80.48281006,24.07902415,12.86370634
5R 8/8,strong yellowish pink,255,174.9278645,168.0808878,80.46192046,33.63173013,17.84626184
7.5R 2.5/1,dark reddish gray,69.39769474,57.00656757,56.33176401,25.24645555,5.317019239,2.455819374
7.5R 2.5/2,grayish reddish brown,77.39055844,54.0538558,52.75320112,25.23668054,10.23444501,4.952320053
7.5R 2.5/3,moderate reddish brown,84.2771119,50.99057377,49.31280481,25.22672622,14.81512601,7.364712274
7.5R 2.5/4,moderate reddish brown,90.4047668,47.7618035,45.96299322,25.21654559,19.14160118,9.724630577
7.5R 2.5/6,moderate reddish brown,101.1375135,40.52225294,39.61590531,25.19506511,27.27421277,14.23227339
7.5R 2.5/8,dark red,112.0092449,29.73884079,32.76448678,25.16786325,36.17226955,19.16088554
7.5R 3/1,dark reddish gray,81.85775765,68.46998142,67.25805602,30.36921363,5.476264541,2.855222468
7.5R 3/2,grayish reddish brown,90.54857012,65.37222266,62.95861673,30.35986898,10.52895737,5.753966725
7.5R 3/3,moderate reddish brown,98.03683144,62.19832182,58.78620857,30.35038667,15.22672095,8.577231493
7.5R 3/4,moderate reddish brown,104.6687424,58.90931516,54.72187983,30.34071605,19.64372923,11.33586429
7.5R 3/6,moderate reddish brown,116.1577146,51.78061057,47.11193721,30.32033029,27.87753799,16.52762416
7.5R 3/8,dark red,127.3730182,42.20896888,38.70786159,30.29580764,36.53125892,22.27298555
7.5R 4/1,dark reddish gray,105.8766539,93.22454018,91.89277788,40.72849677,4.842338047,2.629532422
7.5R 4/2,grayish red,114.6358384,90.35041041,87.64448599,40.72044216,9.477660866,5.34514829
7.5R 4/3,grayish red,122.7977749,87.27903648,83.18216823,40.71195424,14.07929526,8.203552374
7.5R 4/4,grayish red,130.2445462,84.08963986,78.6726913,40.70324483,18.51197026,11.09760301
7.5R 4/6,grayish red,143.1554756,77.45768359,70.02751453,40.68527244,26.74868784,16.66194724
7.5R 4/8,dark reddish orange,155.3571862,69.49181599,60.73175845,40.66458604,35.1299375,22.65004928
7.5R 5/1,reddish gray,130.2328951,119.0486782,117.5301005,50.99762734,4.011025938,2.388624725
7.5R 5/2,grayish red,138.5663302,116.5042358,113.4105161,50.9911567,8.055549634,4.906226025
7.5R 5/3,grayish red,147.250295,113.5270231,108.7760803,50.98346003,12.53692628,7.745372679
7.5R 5/4,grayish red,155.5111126,110.3580792,103.9240911,50.97532151,17.0247506,10.72234042
7.5R 5/6,grayish red,169.9188084,103.9079148,94.2633535,50.95904022,25.35113054,16.65649029
7.5R 5/8,moderate reddish orange,183.3585765,96.53667722,84.01660209,50.94063004,33.71992639,22.95445922
7.5R 6/1,reddish gray,156.2986573,144.8731006,143.052152,61.04092629,3.895725993,2.488974229
7.5R 6/2,light grayish red,164.7963004,142.3675791,138.6755334,61.03514312,7.772057988,5.065938846
7.5R 6/3,light grayish red,173.34117,139.5912473,133.9506893,61.02862267,11.88255483,7.852826592
7.5R 6/4,light grayish red,181.5055578,136.673402,129.1198264,61.02167372,16.00560924,10.70686203
7.5R 6/6,dark yellowish pink,196.3127107,130.6062868,119.727427,61.00679017,23.99393172,16.2706989
7.5R 6/8,moderate reddish orange,210.12887,123.9248424,109.6550405,60.99068965,31.93618392,22.23851761
7.5R 7/1,pinkish gray,182.052472,171.0715554,169.2369047,70.85583213,3.605475293,2.354939009
7.5R 7/2,grayish yellowish pink,190.4797844,168.6562744,164.8904712,70.85056689,7.266300165,4.83598389
7.5R 7/3,moderate yellowish pink,199.3655848,165.8881165,159.9621063,70.84448696,11.30572658,7.652637973
7.5R 7/4,moderate yellowish pink,208.0000336,162.96157,154.8140871,70.83801519,15.40478979,10.59811342
7.5R 7/6,moderate yellowish pink,223.6590695,156.9711407,144.6516502,70.82448818,23.2938514,16.42233245
7.5R 7/8,strong yellowish pink,239.6862579,149.7426316,133.3903312,70.80753224,32.01009431,22.89162186
7.5R 8/1,pinkish gray,206.7306397,197.9997912,196.2838473,80.52340623,2.731598375,1.940970539
7.5R 8/2,pale yellowish pink,214.4568536,195.8771819,192.2259673,80.51917464,5.900314529,4.192857362
7.5R 8/3,light yellowish pink,225.048781,192.7142335,186.4375972,80.51255661,10.47550691,7.411306479
7.5R 8/4,light yellowish pink,235.6851603,189.2407486,180.1494372,80.50522689,15.29254862,10.91169947
7.5R 8/6,light yellowish pink,253.0463147,182.8444863,168.8664365,80.49148963,23.64169839,17.20144003
7.5R 8/8,strong yellowish pink,255,175.4608319,156.5937986,80.47511432,32.52437594,24.05352304
10G 2.5/1,dark greenish gray,53.30654999,61.76037755,59.23081367,25.26784916,-4.116597521,0.366478263
10G 3/1,dark greenish gray,63.99679663,73.68338036,70.72018778,30.39164889,-4.596736786,0.445683913
10G 4/1,dark greenish gray,87.42388717,98.54974851,94.91112376,40.75111928,-5.080497756,0.610770734
10G 5/1,greenish gray,112.1443614,124.2217251,120.1683799,51.01917074,-5.320178424,0.682564089
10G 6/1,greenish gray,137.1791281,150.3336374,145.7450325,61.06302131,-5.636037964,0.802849214
10G 7/1,light greenish gray,162.3802076,176.7091857,171.5340653,70.87860772,-5.995919075,0.934456683
10G 8/1,light greenish gray,188.0152395,203.3968164,197.6479465,80.54572562,-6.30859457,1.069067495
5BG 2.5/1,dark greenish gray,52.48047168,61.7621931,61.21928619,25.26470291,-3.964402262,-0.963225001
5BG 3/1,dark greenish gray,63.18952064,73.65878296,72.9244066,30.38812093,-4.375595857,-0.985007232
5BG 4/1,dark greenish gray,86.72483203,98.48843738,97.24043313,40.74740553,-4.787987436,-0.826023668
5BG 5/1,greenish gray,111.4234052,124.1551692,122.6306268,51.01540149,-5.022101084,-0.77460409
5BG 6/1,greenish gray,136.5161286,150.2564923,148.1824189,61.05937229,-5.33144679,-0.589950223
5BG 7/1,light greenish gray,161.9061702,176.5836698,173.9602902,70.87486224,-5.614698085,-0.409877048
5BG 8/1,light greenish gray,187.8312893,203.189017,200.1131255,80.54166064,-5.791781449,-0.259400991
10BG 2.5/1,dark bluish gray,52.12792286,61.64229424,63.13796966,25.26086476,-3.541846098,-2.24335072
10BG 3/1,dark bluish gray,62.75816753,73.5374052,75.04898328,30.3840671,-3.946694771,-2.361948063
10BG 4/1,dark bluish gray,86.64032679,98.27282465,99.44664562,40.74297478,-4.187228619,-2.183332992
10BG 5/1,bluish gray,111.5869869,123.8688757,124.8920375,51.01074185,-4.309997448,-2.107676864
10BG 6/1,bluish gray,136.9432855,149.8953716,150.4842078,61.05448025,-4.505901472,-1.898540953
10BG 7/1,light bluish gray,162.7016337,176.1000453,176.4640284,70.86929298,-4.584147177,-1.789063042
10BG 8/1,light bluish gray,188.8202323,202.6384205,202.7303332,80.53580126,-4.668224706,-1.662532305
5B 2.5/1,dark bluish gray,52.45684231,61.3784402,64.74475913,25.25664322,-2.826733117,-3.311350114
5B 3/1,dark bluish gray,63.18421008,73.22236994,76.89467787,30.379305,-3.124660888,-3.553034074
5B 4/1,dark bluish gray,87.63037061,97.8269051,101.1301823,40.73807617,-3.164087675,-3.212307531
5B 5/1,bluish gray,113.106122,123.2922495,126.4257541,51.00564762,-3.097757243,-3.002616745
5B 6/1,bluish gray,138.7841207,149.225853,152.0175911,61.04914316,-3.170728485,-2.760206481
5B 7/1,light bluish gray,164.8301429,175.3348794,178.0912953,70.86356188,-3.118692323,-2.675156707
5B 8/1,light bluish gray,191.5195174,201.7334825,204.1224997,80.52991557,-3.020750292,-2.394924976
10B 2.5/1,dark bluish gray,54.01955777,60.78744133,66.33669602,25.25054709,-1.415423751,-4.361474733
10B 3/1,dark bluish gray,65.05419644,72.55012247,78.48562541,30.372962,-1.585653212,-4.570081372
10B 4/1,dark bluish gray,89.90378126,97.07780325,102.3206731,40.73235843,-1.594118316,-3.929514233
10B 5/1,bluish gray,115.4112661,122.5313485,127.5346509,51.00026304,-1.585835486,-3.641698344
10B 6/1,bluish gray,141.2172473,148.4421982,152.9433398,61.04411834,-1.687430504,-3.271640549
10B 7/1,light bluish gray,167.554026,174.4926057,178.7336493,70.85881697,-1.600871516,-3.01239386
10B 8/1,light bluish gray,194.024095,200.9495605,204.7422296,80.52559602,-1.647474228,-2.712335987
5PB 2.5/1,dark bluish gray,56.77615624,59.93635717,67.11448569,25.24445239,0.431726551,-4.860890997
5PB 3/1,dark bluish gray,68.09889027,71.61918269,79.24740253,30.36665355,0.369738906,-5.042479927
5PB 4/1,dark bluish gray,92.9602887,96.11962358,103.1247115,40.72620497,0.313496269,-4.40334312
5PB 5/1,bluish gray,118.5220832,121.5935727,127.9347725,50.99509001,0.173994532,-3.856419927
5PB 6/1,bluish gray,144.2532978,147.5300331,153.2552144,61.03937819,-0.040053761,-3.428607267
5PB 7/1,light bluish gray,170.4269158,173.6265219,178.9987333,70.85449889,-0.087533743,-3.139538107
5PB 8/1,light bluish gray,196.8295583,200.1065283,204.9447239,80.52157945,-0.216911646,-2.802587286
10GY 2.5/1,dark greenish gray,55.68884629,61.46305422,55.91966239,25.27116341,-3.702416555,2.588149188
10GY 3/1,dark greenish gray,66.68379093,73.36686851,66.78377376,30.39566826,-4.197865715,3.009463803
10GY 4/1,dark greenish gray,90.68834018,98.15230697,90.13293548,40.75570053,-4.598047282,3.570898597
10GY 5/1,greenish gray,115.5188652,123.8386672,114.8657149,51.02437123,-4.925268944,3.833011883
10GY 6/1,greenish gray,140.4264041,150.0640656,139.6115567,61.06967096,-5.521333764,4.31746521
10GY 7/1,light greenish gray,166.2967042,176.2825443,165.0802092,70.88475427,-5.622926105,4.527849047
10GY 8/1,light greenish gray,192.1610413,202.9712629,190.5105193,80.55256188,-5.989722454,4.938713126
5G 2.5/1,dark greenish gray,54.13133382,61.6895895,57.82449317,25.26960921,-4.065568919,1.308562379
5G 3/1,dark greenish gray,64.92590464,73.60678852,69.10052003,30.39364284,-4.550318975,1.499247249
5G 4/1,dark greenish gray,88.43139031,98.47312851,93.05448283,40.75335314,-5.05363593,1.759032384
5G 5/1,greenish gray,113.0814932,124.1846203,118.0777807,51.02183564,-5.387894276,1.921778487
5G 6/1,greenish gray,137.8894663,150.3846788,143.3743323,61.06638862,-5.884629799,2.157539357
5G 7/1,light greenish gray,163.3895726,176.6887152,169.0568164,70.88168077,-6.113800708,2.310323579
5G 8/1,light greenish gray,188.9626253,203.4154823,194.9428298,80.54918024,-6.505977321,2.531451884
"10R 2.5/1","dark reddish gray","69.2742341826131","57.1658355459886","55.2591522626052","25.2488457703423","4.95237203658601","3.17061714640978"
"10R 2.5/2","grayish reddish brown","77.067430609879","54.4194827494348","50.6099474741673","25.2413442953558","9.50428870422232","6.37914626278591"
"10R 2.5/3","moderate reddish brown","83.839623283448","51.5385139054942","46.162568377065","25.2331231362468","13.8396110658996","9.4592426639972"
"10R 2.5/4","moderate reddish brown","89.8939366738082","48.4899035626602","41.7628117596915","25.2243958251916","17.9849054613451","12.5101344840565"
"10R 2.5/6","moderate reddish brown","100.569016092895","41.6426569244579","32.8667456975224","25.2053716389588","25.8779659042701","18.6594330712633"
"10R 2.5/8","strong reddish brown","111.056893486999","31.922948490752","22.8847481126021","25.1809001609964","34.3580084755815","25.4409969151729"
"10R 3/1","dark reddish gray","81.7608528105639","68.6163217733909","66.2024442589106","30.3714470887045","5.14391483322536","3.53850033730864"
"10R 3/2","grayish reddish brown","90.2406523837892","65.718033428604","60.8822060716261","30.3642270008977","9.84464393296081","7.09563964023555"
"10R 3/3","moderate reddish brown","97.4946396309998","62.762153984932","55.8702549938472","30.3564235454354","14.2422419224157","10.4554815412541"
"10R 3/4","moderate reddish brown","103.945795162909","59.6946285472931","50.9405884836593","30.3481958819143","18.4180763968769","13.7611837568057"
"10R 3/6","moderate reddish brown","115.310850626234","52.9886601753844","40.9057413601881","30.3303852985068","26.345855695111","20.4562013894943"
