S1Code,S1long,S1lat,S2Code,S2long,S2lat,JacDissim,JacSim
TRA,53.05774722,30.11208333,TJ2,52.884524,29.944845,0.75,0.25
TM1,52.96494722,29.81067222,MS11,51.33366667,30.35426667,0.764705882,0.235294118
MS11,51.33366667,30.35426667,TS1,52.44638889,28.85666667,0.769230769,0.230769231
TJK1,52.50527778,29.58277778,TJ1,52.93935833,29.83546667,0.769230769,0.230769231
B,54.40972222,28.64277778,TNU,51.52121667,30.1224,0.769230769,0.230769231
TRA,53.05774722,30.11208333,MS11,51.33366667,30.35426667,0.769230769,0.230769231
TJK1,52.50527778,29.58277778,TS1,52.44638889,28.85666667,0.777777778,0.222222222
B,54.40972222,28.64277778,H,53.51537389,30.50747583,0.777777778,0.222222222
TJ2,52.884524,29.944845,TJK1,52.50527778,29.58277778,0.777777778,0.222222222
KH,52.06511333,29.88179778,TS1,52.44638889,28.85666667,0.785714286,0.214285714
TM1B,52.96494722,29.81067222,MS11,51.33366667,30.35426667,0.785714286,0.214285714
TQA,52.76638889,29.17416667,TNU,51.52121667,30.1224,0.785714286,0.214285714
MS10,51.32983333,30.35716667,TS1,52.44638889,28.85666667,0.8,0.2
TM1,52.96494722,29.81067222,TK2,52.44198611,29.91753611,0.8,0.2
TJ1,52.93935833,29.83546667,TM2,52.884524,29.944845,0.8,0.2
TQA,52.76638889,29.17416667,TK2,52.44198611,29.91753611,0.8,0.2
TJ2,52.884524,29.944845,MS10,51.32983333,30.35716667,0.8,0.2
TRA,53.05774722,30.11208333,MS10,51.32983333,30.35716667,0.8,0.2
MS11,51.33366667,30.35426667,TK2,52.44198611,29.91753611,0.818181818,0.181818182
TM2,52.884524,29.944845,MS11,51.33366667,30.35426667,0.818181818,0.181818182
TM1,52.96494722,29.81067222,MS20,51.33611667,30.353,0.818181818,0.181818182
TJ2,52.884524,29.944845,H,53.51537389,30.50747583,0.818181818,0.181818182
TB2,52.59,30.08,TM1,52.96494722,29.81067222,0.823529412,0.176470588
TK2,52.44198611,29.91753611,TS1,52.44638889,28.85666667,0.833333333,0.166666667
MS20,51.33611667,30.353,MS11,51.33366667,30.35426667,0.833333333,0.166666667
TM2,52.884524,29.944845,TS1,52.44638889,28.85666667,0.833333333,0.166666667
KH,52.06511333,29.88179778,TK2,52.44198611,29.91753611,0.833333333,0.166666667
TJK1,52.50527778,29.58277778,H,53.51537389,30.50747583,0.833333333,0.166666667
TQA,52.76638889,29.17416667,MS20,51.33611667,30.353,0.833333333,0.166666667
TQA,52.76638889,29.17416667,TM1,52.96494722,29.81067222,0.833333333,0.166666667
TJ2,52.884524,29.944845,TK2,52.44198611,29.91753611,0.833333333,0.166666667
TRA,53.05774722,30.11208333,TK2,52.44198611,29.91753611,0.833333333,0.166666667
TRA,53.05774722,30.11208333,TM2,52.884524,29.944845,0.833333333,0.166666667
TM1,52.96494722,29.81067222,TS1,52.44638889,28.85666667,0.846153846,0.153846154
TNU,51.52121667,30.1224,TM2,52.884524,29.944845,0.846153846,0.153846154
TM1B,52.96494722,29.81067222,TK2,52.44198611,29.91753611,0.857142857,0.142857143
TM1B,52.96494722,29.81067222,TM2,52.884524,29.944845,0.857142857,0.142857143
TJK1,52.50527778,29.58277778,TK2,52.44198611,29.91753611,0.857142857,0.142857143
TJK1,52.50527778,29.58277778,TM2,52.884524,29.944845,0.857142857,0.142857143
TJK1,52.50527778,29.58277778,TM1,52.96494722,29.81067222,0.857142857,0.142857143
TJ2,52.884524,29.944845,MS20,51.33611667,30.353,0.857142857,0.142857143
TJ2,52.884524,29.944845,KH,52.06511333,29.88179778,0.866666667,0.133333333
MS10,51.32983333,30.35716667,H,53.51537389,30.50747583,0.875,0.125
B,54.40972222,28.64277778,TM1B,52.96494722,29.81067222,0.875,0.125
B,54.40972222,28.64277778,TJK1,52.50527778,29.58277778,0.875,0.125
TK2,52.44198611,29.91753611,H,53.51537389,30.50747583,0.888888889,0.111111111
TM2,52.884524,29.944845,H,53.51537389,30.50747583,0.888888889,0.111111111
TQA,52.76638889,29.17416667,TM1B,52.96494722,29.81067222,0.888888889,0.111111111
TQA,52.76638889,29.17416667,TJK1,52.50527778,29.58277778,0.888888889,0.111111111
MS20,51.33611667,30.353,H,53.51537389,30.50747583,0.9,0.1
TM1,52.96494722,29.81067222,TS4,52.65,29.56138889,0.9,0.1
TJ1,52.93935833,29.83546667,MS10,51.32983333,30.35716667,0.9,0.1
TJ2,52.884524,29.944845,TM1B,52.96494722,29.81067222,0.9,0.1
AR,53.40545556,29.86275833,TM1,52.96494722,29.81067222,0.9,0.1
TB2,52.59,30.08,MS10,51.32983333,30.35716667,0.9,0.1
MS11,51.33366667,30.35426667,MS10,51.32983333,30.35716667,0.909090909,0.090909091
TM1,52.96494722,29.81067222,TM2,52.884524,29.944845,0.909090909,0.090909091
TJ1,52.93935833,29.83546667,TK2,52.44198611,29.91753611,0.909090909,0.090909091
KH,52.06511333,29.88179778,TS4,52.65,29.56138889,0.916666667,0.083333333
TJ1,52.93935833,29.83546667,MS20,51.33611667,30.353,0.916666667,0.083333333
B,54.40972222,28.64277778,TM1,52.96494722,29.81067222,0.916666667,0.083333333
AR,53.40545556,29.86275833,KH,52.06511333,29.88179778,0.916666667,0.083333333
TB2,52.59,30.08,MS20,51.33611667,30.353,0.916666667,0.083333333
TB2,52.59,30.08,B,54.40972222,28.64277778,0.916666667,0.083333333
KH,52.06511333,29.88179778,TM2,52.884524,29.944845,0.923076923,0.076923077
TNU,51.52121667,30.1224,MS10,51.32983333,30.35716667,0.923076923,0.076923077
TB2,52.59,30.08,TQA,52.76638889,29.17416667,0.923076923,0.076923077
KH,52.06511333,29.88179778,MS20,51.33611667,30.353,0.928571429,0.071428571
TNU,51.52121667,30.1224,TK2,52.44198611,29.91753611,0.928571429,0.071428571
B,54.40972222,28.64277778,KH,52.06511333,29.88179778,0.928571429,0.071428571
TJ2,52.884524,29.944845,TM1,52.96494722,29.81067222,0.928571429,0.071428571
TNU,51.52121667,30.1224,MS20,51.33611667,30.353,0.933333333,0.066666667
TQA,52.76638889,29.17416667,KH,52.06511333,29.88179778,0.933333333,0.066666667
TS4,52.65,29.56138889,TS1,52.44638889,28.85666667,1,0
TS4,52.65,29.56138889,H,53.51537389,30.50747583,1,0
TS4,52.65,29.56138889,TK2,52.44198611,29.91753611,1,0
MS10,51.32983333,30.35716667,TK2,52.44198611,29.91753611,1,0
MS10,51.32983333,30.35716667,TS4,52.65,29.56138889,1,0
MS11,51.33366667,30.35426667,TS4,52.65,29.56138889,1,0
MS20,51.33611667,30.353,TS1,52.44638889,28.85666667,1,0
MS20,51.33611667,30.353,TS4,52.65,29.56138889,1,0
MS20,51.33611667,30.353,MS10,51.32983333,30.35716667,1,0
TM2,52.884524,29.944845,TS4,52.65,29.56138889,1,0
TM2,52.884524,29.944845,MS10,51.32983333,30.35716667,1,0
TM2,52.884524,29.944845,MS20,51.33611667,30.353,1,0
KH,52.06511333,29.88179778,MS10,51.32983333,30.35716667,1,0
TM1,52.96494722,29.81067222,MS10,51.32983333,30.35716667,1,0
TM1B,52.96494722,29.81067222,TS4,52.65,29.56138889,1,0
TM1B,52.96494722,29.81067222,MS10,51.32983333,30.35716667,1,0
TM1B,52.96494722,29.81067222,MS20,51.33611667,30.353,1,0
TJ1,52.93935833,29.83546667,TS4,52.65,29.56138889,1,0
TJK1,52.50527778,29.58277778,TS4,52.65,29.56138889,1,0
TJK1,52.50527778,29.58277778,MS10,51.32983333,30.35716667,1,0
TJK1,52.50527778,29.58277778,MS20,51.33611667,30.353,1,0
TNU,51.52121667,30.1224,TS4,52.65,29.56138889,1,0
TQA,52.76638889,29.17416667,TS4,52.65,29.56138889,1,0
B,54.40972222,28.64277778,TS4,52.65,29.56138889,1,0
B,54.40972222,28.64277778,MS20,51.33611667,30.353,1,0
TJ2,52.884524,29.944845,TS4,52.65,29.56138889,1,0
AR,53.40545556,29.86275833,TS1,52.44638889,28.85666667,1,0
AR,53.40545556,29.86275833,H,53.51537389,30.50747583,1,0
AR,53.40545556,29.86275833,TK2,52.44198611,29.91753611,1,0
AR,53.40545556,29.86275833,MS10,51.32983333,30.35716667,1,0
AR,53.40545556,29.86275833,MS11,51.33366667,30.35426667,1,0
AR,53.40545556,29.86275833,MS20,51.33611667,30.353,1,0
AR,53.40545556,29.86275833,TM2,52.884524,29.944845,1,0
AR,53.40545556,29.86275833,TM1B,52.96494722,29.81067222,1,0
AR,53.40545556,29.86275833,TJ1,52.93935833,29.83546667,1,0
AR,53.40545556,29.86275833,TJK1,52.50527778,29.58277778,1,0
AR,53.40545556,29.86275833,TNU,51.52121667,30.1224,1,0
AR,53.40545556,29.86275833,TQA,52.76638889,29.17416667,1,0
AR,53.40545556,29.86275833,B,54.40972222,28.64277778,1,0
AR,53.40545556,29.86275833,TJ2,52.884524,29.944845,1,0
TB2,52.59,30.08,TK2,52.44198611,29.91753611,1,0
TB2,52.59,30.08,TS4,52.65,29.56138889,1,0
TB2,52.59,30.08,TM2,52.884524,29.944845,1,0
TB2,52.59,30.08,AR,53.40545556,29.86275833,1,0
TRA,53.05774722,30.11208333,TS4,52.65,29.56138889,1,0
TRA,53.05774722,30.11208333,MS20,51.33611667,30.353,1,0
TRA,53.05774722,30.11208333,AR,53.40545556,29.86275833,1,0
