"S1Code","S1long","S1lat","S2Code","S2long","S2lat","JacDissim","JacSim"
"TB2","52.59","30.08","TJ1","52.93935833","29.83546667","0.444444444444444","0.555555555555556"
"TB2","52.59","30.08","TK1","52.50527778","29.58277778","0.5","0.5"
"TB2","52.59","30.08","TM1","52.96494722","29.81067222","0.4","0.6"
"TB2","52.59","30.08","TK2","52.44198611","29.91753611","0.625","0.375"
"TB2","52.59","30.08","TRA","53.05774722","30.11208333","0.4","0.6"
"B","54.40972222","28.64277778","AR","53.40545556","29.86275833","0.714285714285714","0.285714285714286"
"B","54.40972222","28.64277778","H","53.51537389","30.50747583","0.8","0.2"
"B","54.40972222","28.64277778","KH","52.06511333","29.88179778","0.555555555555556","0.444444444444444"
"B","54.40972222","28.64277778","MS10","51.32983333","30.35716667","0.666666666666667","0.333333333333333"
"B","54.40972222","28.64277778","MS11","51.33366667","30.35426667","0.666666666666667","0.333333333333333"
"B","54.40972222","28.64277778","MS20","51.33611667","30.353","0.571428571428572","0.428571428571428"
"B","54.40972222","28.64277778","TJ1","52.93935833","29.83546667","0.666666666666667","0.333333333333333"
"B","54.40972222","28.64277778","TK1","52.50527778","29.58277778","0.555555555555556","0.444444444444444"
"B","54.40972222","28.64277778","TM1","52.96494722","29.81067222","0.727272727272727","0.272727272727273"
"B","54.40972222","28.64277778","TK2","52.44198611","29.91753611","0.875","0.125"
"B","54.40972222","28.64277778","TRA","53.05774722","30.11208333","0.727272727272727","0.272727272727273"
"B","54.40972222","28.64277778","TB2","52.59","30.08","0.666666666666667","0.333333333333333"
"TJ2","52.884524","29.944845","AR","53.40545556","29.86275833","0.714285714285714","0.285714285714286"
"TJ2","52.884524","29.944845","H","53.51537389","30.50747583","0.5","0.5"
"TJ2","52.884524","29.944845","KH","52.06511333","29.88179778","0.555555555555556","0.444444444444444"
"TJ2","52.884524","29.944845","MS10","51.32983333","30.35716667","0.5","0.5"
"TJ2","52.884524","29.944845","MS11","51.33366667","30.35426667","0.5","0.5"
"TJ2","52.884524","29.944845","MS20","51.33611667","30.353","0.571428571428572","0.428571428571428"
"TJ2","52.884524","29.944845","TJ1","52.93935833","29.83546667","0.666666666666667","0.333333333333333"
"TJ2","52.884524","29.944845","TK1","52.50527778","29.58277778","0.555555555555556","0.444444444444444"
"TJ2","52.884524","29.944845","TM1","52.96494722","29.81067222","0.6","0.4"
"TJ2","52.884524","29.944845","TK2","52.44198611","29.91753611","0.5","0.5"
"TJ2","52.884524","29.944845","TRA","53.05774722","30.11208333","0.6","0.4"
"TJ2","52.884524","29.944845","TB2","52.59","30.08","0.8","0.2"
"TJ2","52.884524","29.944845","B","54.40972222","28.64277778","0.571428571428572","0.428571428571428"
"TM2","52.67156944","30.17562222","AR","53.40545556","29.86275833","0.2","0.8"
"TM2","52.67156944","30.17562222","H","53.51537389","30.50747583","0.666666666666667","0.333333333333333"
"TM2","52.67156944","30.17562222","KH","52.06511333","29.88179778","0.555555555555556","0.444444444444444"
"TM2","52.67156944","30.17562222","MS10","51.32983333","30.35716667","0.666666666666667","0.333333333333333"
"TM2","52.67156944","30.17562222","MS11","51.33366667","30.35426667","0.666666666666667","0.333333333333333"
"TM2","52.67156944","30.17562222","MS20","51.33611667","30.353","0.333333333333333","0.666666666666667"
"TM2","52.67156944","30.17562222","TJ1","52.93935833","29.83546667","0.5","0.5"
"TM2","52.67156944","30.17562222","TK1","52.50527778","29.58277778","0.555555555555556","0.444444444444444"
"TM2","52.67156944","30.17562222","TM1","52.96494722","29.81067222","0.6","0.4"
"TM2","52.67156944","30.17562222","TK2","52.44198611","29.91753611","0.5","0.5"
"TM2","52.67156944","30.17562222","TRA","53.05774722","30.11208333","0.444444444444444","0.555555555555556"
"TM2","52.67156944","30.17562222","TB2","52.59","30.08","0.5","0.5"
"TM2","52.67156944","30.17562222","B","54.40972222","28.64277778","0.571428571428572","0.428571428571428"
"TM2","52.67156944","30.17562222","TJ2","52.884524","29.944845","0.571428571428572","0.428571428571428"
"TNU","51.52121667","30.1224","AR","53.40545556","29.86275833","0.6","0.4"
"TNU","51.52121667","30.1224","H","53.51537389","30.50747583","0.583333333333333","0.416666666666667"
"TNU","51.52121667","30.1224","KH","52.06511333","29.88179778","0.363636363636364","0.636363636363636"
"TNU","51.52121667","30.1224","MS10","51.32983333","30.35716667","0.583333333333333","0.416666666666667"
"TNU","51.52121667","30.1224","MS11","51.33366667","30.35426667","0.583333333333333","0.416666666666667"
"TNU","51.52121667","30.1224","MS20","51.33611667","30.353","0.5","0.5"
"TNU","51.52121667","30.1224","TJ1","52.93935833","29.83546667","0.3","0.7"
"TNU","51.52121667","30.1224","TK1","52.50527778","29.58277778","0.5","0.5"
"TNU","51.52121667","30.1224","TM1","52.96494722","29.81067222","0.416666666666667","0.583333333333333"
"TNU","51.52121667","30.1224","TK2","52.44198611","29.91753611","0.727272727272727","0.272727272727273"
"TNU","51.52121667","30.1224","TRA","53.05774722","30.11208333","0.416666666666667","0.583333333333333"
"TNU","51.52121667","30.1224","TB2","52.59","30.08","0.3","0.7"
"TNU","51.52121667","30.1224","B","54.40972222","28.64277778","0.636363636363636","0.363636363636364"
"TNU","51.52121667","30.1224","TJ2","52.884524","29.944845","0.75","0.25"
"TNU","51.52121667","30.1224","TM2","52.67156944","30.17562222","0.636363636363636","0.363636363636364"
"TQA","52.76638889","29.17416667","AR","53.40545556","29.86275833","0","1"
"TQA","52.76638889","29.17416667","H","53.51537389","30.50747583","0.777777777777778","0.222222222222222"
"TQA","52.76638889","29.17416667","KH","52.06511333","29.88179778","0.5","0.5"
"TQA","52.76638889","29.17416667","MS10","51.32983333","30.35716667","0.625","0.375"
"TQA","52.76638889","29.17416667","MS11","51.33366667","30.35426667","0.625","0.375"
"TQA","52.76638889","29.17416667","MS20","51.33611667","30.353","0.2","0.8"
"TQA","52.76638889","29.17416667","TJ1","52.93935833","29.83546667","0.428571428571429","0.571428571428571"
"TQA","52.76638889","29.17416667","TK1","52.50527778","29.58277778","0.5","0.5"
"TQA","52.76638889","29.17416667","TM1","52.96494722","29.81067222","0.555555555555556","0.444444444444444"
"TQA","52.76638889","29.17416667","TK2","52.44198611","29.91753611","0.4","0.6"
"TQA","52.76638889","29.17416667","TRA","53.05774722","30.11208333","0.555555555555556","0.444444444444444"
"TQA","52.76638889","29.17416667","TB2","52.59","30.08","0.428571428571429","0.571428571428571"
"TQA","52.76638889","29.17416667","B","54.40972222","28.64277778","0.714285714285714","0.285714285714286"
"TQA","52.76638889","29.17416667","TJ2","52.884524","29.944845","0.714285714285714","0.285714285714286"
"TQA","52.76638889","29.17416667","TM2","52.67156944","30.17562222","0.2","0.8"
"TQA","52.76638889","29.17416667","TNU","51.52121667","30.1224","0.6","0.4"
"TS1","52.44638889","28.85666667","AR","53.40545556","29.86275833","0.333333333333333","0.666666666666667"
"TS1","52.44638889","28.85666667","H","53.51537389","30.50747583","0.7","0.3"
"TS1","52.44638889","28.85666667","KH","52.06511333","29.88179778","0.25","0.75"
"TS1","52.44638889","28.85666667","MS10","51.32983333","30.35716667","0.555555555555556","0.444444444444444"
"TS1","52.44638889","28.85666667","MS11","51.33366667","30.35426667","0.555555555555556","0.444444444444444"
"TS1","52.44638889","28.85666667","MS20","51.33611667","30.353","0.428571428571429","0.571428571428571"
"TS1","52.44638889","28.85666667","TJ1","52.93935833","29.83546667","0.375","0.625"
"TS1","52.44638889","28.85666667","TK1","52.50527778","29.58277778","0.444444444444444","0.555555555555556"
"TS1","52.44638889","28.85666667","TM1","52.96494722","29.81067222","0.5","0.5"
"TS1","52.44638889","28.85666667","TK2","52.44198611","29.91753611","0.571428571428572","0.428571428571428"
"TS1","52.44638889","28.85666667","TRA","53.05774722","30.11208333","0.5","0.5"
"TS1","52.44638889","28.85666667","TB2","52.59","30.08","0.142857142857143","0.857142857142857"
"TS1","52.44638889","28.85666667","B","54.40972222","28.64277778","0.625","0.375"
"TS1","52.44638889","28.85666667","TJ2","52.884524","29.944845","0.777777777777778","0.222222222222222"
"TS1","52.44638889","28.85666667","TM2","52.67156944","30.17562222","0.428571428571429","0.571428571428571"
"TS1","52.44638889","28.85666667","TNU","51.52121667","30.1224","0.4","0.6"
"TS1","52.44638889","28.85666667","TQA","52.76638889","29.17416667","0.333333333333333","0.666666666666667"
"TS4","53.217668","30.233939","AR","53.40545556","29.86275833","0.2","0.8"
"TS4","53.217668","30.233939","H","53.51537389","30.50747583","0.8","0.2"
"TS4","53.217668","30.233939","KH","52.06511333","29.88179778","0.375","0.625"
"TS4","53.217668","30.233939","MS10","51.32983333","30.35716667","0.5","0.5"
